Business Name	First Name	Last Name	Email Address	Website	Phone	Category	Sub Category	street	town	post code	country	lat	lng	Original 'Street Address	on_website	Monday	Tuesday	Wednesday	Thursday	Friday	Saturday	Sunday	blurb	image_file	org_map_name	card_layout		iframe
Chicken Farmers of Nova Scotia	Doreen	Samuels	chicken@nschickens.com			Business	Non-Profit Organizations								False	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	closed	closed	<b>Chicken Farmers of Nova Scotia</b> — A community organization serving Kentville and the Annapolis Valley. Working to make a positive difference through programs, services, and community engagement.<br><i>📍 Downtown Kentville</i> &nbsp;|&nbsp;	Chicken_Farmers_of_Nova_Scotia.jpg				
Chrysalis House Association	Ginger	MacPhee	director@chrysalishouse.ca	http://chrysalishouseassociation.org	902-679-1922	Business	Non-Profit Organizations							P.O. Box 356    Kentville  NS  B4N 3X1  CA	False	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	closed	closed	<b>Chrysalis House Association</b> — A community organization serving Kentville and the Annapolis Valley. Working to make a positive difference through programs, services, and community engagement.<br><i>📍 Downtown Kentville</i> &nbsp;|&nbsp; 📞 902-679-1922 &nbsp;|&nbsp; 🌐 chrysalishouseassociation.org	Chrysalis_House_Association.jpg				
Annapolis Valley Mountain Biking Association	Lorenzo	Caterini	l_caterini@bellaliant.net	https://avmba.ca/		Business	Non-Profit Organizations								False	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	F: 8:30 T: 16:30	closed	closed	<b>Annapolis Valley Mountain Biking Association</b> — A community organization serving Kentville and the Annapolis Valley. Working to make a positive difference through programs, services, and community engagement.<br><i>📍 Downtown Kentville</i> &nbsp;|&nbsp; 🌐 avmba.ca	Annapolis_Valley_Mountain_Biking_Association.jpg				
Wind Rose Web Design	Raina	Noel	raina@windrosewebdesign.com	http://www.windrosewebdesign.com	902-698-9005	Business	Tech / Communications							home based business	False	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	closed	closed	<b>Wind Rose Web Design</b> — Technology and communications solutions for businesses and individuals in the Annapolis Valley. From printing and signage to IT support and web design, we keep Kentville connected.<br><i>📍 Downtown Kentville</i> &nbsp;|&nbsp; 📞 902-698-9005 &nbsp;|&nbsp; 🌐 www.windrosewebdesign.com	Wind_Rose_Web_Design.jpg				
Creative Management Solutions	Jeffrey	Hosick	jeff@jeffreyhosick.com	http://www.jeffreyhosick.com	902-678-0538	Business	Specialty Services							home based business	False	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	closed	closed	<b>Creative Management Solutions</b> — Specialized professional services serving Kentville and the Annapolis Valley. Dedicated expertise and personalized attention for your unique needs.<br><i>📍 Downtown Kentville</i> &nbsp;|&nbsp; 📞 902-678-0538 &nbsp;|&nbsp; 🌐 www.jeffreyhosick.com	Creative_Management_Solutions.jpg				
Kentville After School Program	Julie	MacHattie	kentvilleafterschoolprogram@gmail.com			Business	Specialty Services								False	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	closed	closed	<b>Kentville After School Program</b> — Specialized professional services serving Kentville and the Annapolis Valley. Dedicated expertise and personalized attention for your unique needs.<br><i>📍 Downtown Kentville</i> &nbsp;|&nbsp;	Kentville_After_School_Program.jpg				
Tiger's Eye Tattoos	Stephen	Zinck	stephen.zinck@hotmail.com	https://www.instagram.com/tigerseye.tattoo/	902-440-2722	Business	Salons / Spas / Barbers							Main Street	False	closed	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 19:00	F: 9:00 T: 17:00	F: 9:00 T: 15:00	closed	<b>Tiger's Eye Tattoos</b> — Custom tattoo artistry in Downtown Kentville. Original designs, cover-ups, and fine line work by experienced artists in a clean, professional studio.	Tigers_Eye_Tattoos.jpg				
Apple Valley Foods Inc.	Jeff	Sarsfield	jsarsfield@applevalleyfoods.com	http://www.applevalleyfoods.com	902-679-4701	Business	Specialty Services							PO Box 516    Kentville  NS  B4N 3X3  CA	False	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	closed	closed	<b>Apple Valley Foods Inc.</b> — Specialized professional services serving Kentville and the Annapolis Valley. Dedicated expertise and personalized attention for your unique needs.<br><i>📍 Downtown Kentville</i> &nbsp;|&nbsp; 📞 902-679-4701 &nbsp;|&nbsp; 🌐 www.applevalleyfoods.com	Apple_Valley_Foods_Inc.jpg				
Open Secrets Independent Booksellers			opensecretsbooks@gmail.com	https://www.opensecretsbooks.ca/		Business	Shops	38 Bridge St	Kentville	NS B4N 2E1	Canada				True	F: 10:00 T: 17:30	F: 10:00 T: 17:30	F: 10:00 T: 17:30	F: 10:00 T: 17:30	F: 10:00 T: 17:30	F: 10:00 T: 17:00	closed	<b>Open Secrets Independent Booksellers</b> — An independent bookshop on Bridge Street specializing in thoughtfully curated titles. A welcoming space for book lovers and literary explorers.	Open_Secrets_Independent_Booksellers.jpg				
Glimpse Hair & Esthetics				https://glimpsehairesthetics.ca/	(902) 680-3724	Business	Salons / Spas / Barbers	401-C Main St	Kentville	NS B4N 1K6	Canada				True	closed	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 19:00	F: 9:00 T: 17:00	F: 9:00 T: 15:00	closed	<b>Glimpse Hair &amp; Esthetics</b> — Hair styling and esthetic services in a modern, welcoming environment. Cuts, colour, skincare, and beauty treatments on Main Street.	Glimpse_Hair_Esthetics.jpg				
Threadbarrow						Business	Shops	19 Aberdeen St	Kentville	NS B4N 2M9	Canada				True	F: 10:00 T: 17:30	F: 10:00 T: 17:30	F: 10:00 T: 17:30	F: 10:00 T: 17:30	F: 10:00 T: 17:30	F: 10:00 T: 17:00	closed	<b>Threadbarrow</b> — A creative sewing and fabric shop on Aberdeen Street. Fabrics, notions, patterns, and classes for makers and crafters of all levels.	Threadbarrow.jpg				
